wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bugs,label
4,4,11,14,7,4,11,3,3,0.666667,22,1,1,0.928571,0.5,0,0,4.25,1,0.5,0,0
4,5,0,6,15,0,5,2,4,0.333333,83,1,0,0.953846,0.4375,1,1,19.5,5,2,0,0
15,3,0,8,49,33,1,8,9,0.428571,463,1,1,0.72549,0.25,1,1,29.8,7,1.9333,3,1
18,5,0,21,71,43,5,16,17,0.727273,661,1,5,0.690909,0.177778,2,4,35.111111,17,3,3,1
4,2,0,6,13,6,1,5,3,2,83,0,0,0.625,0.5,0,0,19.75,1,0.75,0,0
7,1,0,7,8,0,7,0,7,0,89,1,0,0,0.428571,1,1,11.571429,4,1,0,0
1,1,0,20,1,0,19,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0
2,4,0,4,4,0,1,3,1,0,16,1,1,0.9375,0.666667,1,1,6.5,1,0.5,0,0
9,3,2,5,24,26,2,3,5,0.6875,169,1,0,0.822222,0.444444,1,1,17.555556,1,0.8889,0,0
11,3,0,16,42,17,7,9,10,0.7,291,1,2,0.75,0.287879,1,1,25,3,1.9091,1,1
4,4,8,12,5,0,8,4,3,0.333333,18,1,1,0.921053,0.4375,0,0,3.25,1,0.75,0,0
8,6,0,10,31,18,0,10,4,0.809524,149,1,1,0.9625,0.357143,3,9,17.25,2,0.875,0,0
2,7,0,2,8,1,0,2,1,1,37,0,0,0.987179,0.5,0,0,16.5,1,0.5,0,0
7,5,0,5,18,0,1,4,5,0.708333,126,1,0,0.848485,0.47619,2,5,16.428571,5,1.2857,0,0
7,2,0,10,69,15,0,10,2,0.5,453,1,0,0.727273,0.367347,2,4,63.571429,14,2.8571,0,0
28,3,0,18,94,220,2,18,18,0.877315,769,1,3,0.587302,0.119048,1,1,25.892857,22,2.7143,0,0
11,2,0,12,15,13,9,4,11,0.75,97,1,3,0.2,0.220779,0,0,7.272727,1,0.7273,0,0
23,5,2,15,99,165,2,13,10,0.814935,1007,1,6,0.85034,0.158385,3,13,42.173913,5,1.3913,3,1
41,4,0,28,98,0,0,28,38,0.855556,890,1,0,0.661017,0.080594,3,4,20.487805,16,1.6341,3,1
2,2,0,6,14,1,1,5,2,2,45,0,0,0.958333,1,0,0,21.5,1,0.5,2,1
8,3,0,6,28,8,0,6,7,0.714286,221,1,1,0.840909,0.5,2,2,26.125,6,1.75,0,0
3,2,1,7,40,3,2,5,1,2,237,0,0,0.9,0.555556,1,1,78,8,3,0,0
15,4,0,243,27,0,242,1,15,0.392857,157,1,1,0.619048,0.322222,1,3,9.333333,2,0.6667,0,0
6,3,0,3,30,0,0,3,5,0.6,1270,1,0,0.880952,0.555556,1,1,210,2,1,0,0
5,1,19,128,8,4,128,1,5,0.25,37,1,1,0,0.45,0,0,6.2,3,1.2,1,1
2,4,0,4,13,1,0,4,1,2,56,0,0,0.980392,1,1,2,27,4,2,0,0
20,2,5,20,25,0,5,18,18,0,122,1,0,0.321429,0.102778,0,0,5.05,1,0.95,0,0
13,5,0,7,39,0,1,6,7,0.712963,424,1,0,0.717949,0.292308,2,5,30.923077,9,1.4615,1,1
5,1,0,4,20,0,0,4,4,0.333333,145,1,1,0,0.9,0,0,27.4,5,2.2,0,0
6,1,0,3,11,1,1,2,6,0.7,74,1,0,0,0.555556,0,0,10.666667,1,0.8333,0,0
9,2,2,10,18,8,9,1,6,0.821429,160,1,1,0.384615,0.377778,1,1,16,1,0.8889,0,0
7,3,0,6,18,1,0,6,7,0.7,139,1,0,0.842105,0.428571,0,0,18.142857,1,0.8571,0,0
12,4,1,11,27,0,2,9,11,0.545455,90,1,1,0.788462,0.333333,0,0,6.333333,3,1.0833,0,0
7,1,0,3,8,0,3,0,7,0,147,1,0,0,0.342857,1,1,19.857143,4,1,0,0
4,1,0,6,4,6,3,4,4,2,4,0,0,0,0.625,0,0,0,1,1,0,0
1,1,0,19,1,0,19,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0
4,2,0,4,13,0,1,3,4,0.333333,89,1,0,0.75,0.5,0,0,20.75,1,0.75,0,0
18,1,1,8,20,129,3,5,17,0.952941,134,1,3,0,0.229167,0,0,5.611111,1,0.9444,0,0
11,3,0,14,39,19,1,13,9,0.75,332,1,1,0.787234,0.327273,1,1,28.636364,21,3,0,0
11,1,0,17,26,31,16,2,7,0.892308,362,0.615385,1,0,0.3,0,0,30.727273,5,2.1818,3,1
2,3,0,1,3,1,1,0,2,2,7,0,0,0.947368,0.75,1,1,2.5,1,0.5,0,0
7,4,2,10,23,3,2,8,6,0.666667,139,1,2,0.853659,0.428571,1,3,18.285714,4,1.7143,0,0
100,1,0,202,247,4576,193,23,87,0.979501,2015,0.588235,4,0,0.09087,0,0,18.81,7,1.4,5,1
16,1,0,6,36,58,1,5,13,0.633333,366,1,0,0,0.242188,0,0,21.5,5,1.75,2,1
75,4,0,27,121,2541,11,18,68,0.964768,918,1,6,0.513158,0.205714,1,1,10.866667,8,1.4667,3,1
6,3,0,8,32,9,0,8,4,0.8,194,1,1,0.902439,0.35,2,2,30.833333,10,2.1667,1,1
12,4,0,17,87,20,0,17,9,0.916667,687,0.25,2,0.876404,0.260417,2,2,55.25,2,1,1,1
7,1,0,1,11,7,1,0,7,0.333333,105,0,0,0,0.714286,0,0,13.571429,7,1.4286,0,0
21,1,0,13,52,90,2,11,15,0.8375,522,1,1,0,0.22619,0,0,23.095238,14,1.7619,3,1
3,1,0,5,19,1,0,5,2,0.5,89,1,0,0,0.5,0,0,28.333333,1,0.3333,0,0
6,3,0,5,15,1,0,5,6,0.7,75,1,0,0.880952,0.555556,0,0,10.833333,1,0.8333,1,1
6,3,5,18,8,3,15,3,6,0.4,39,1,0,0.857143,0.5,0,0,5.333333,3,1.3333,0,0
3,5,0,6,14,3,5,2,3,2,52,0,0,0.96875,0.555556,1,1,16.333333,3,1.6667,0,0
3,2,0,2,5,0,1,1,3,0,34,1,1,0.818182,0.5,1,2,10,1,0.6667,0,0
22,3,0,12,68,133,7,6,16,0.571429,677,1,0,0.588235,0.266234,2,3,29.590909,9,2.9545,3,1
5,1,0,13,28,10,1,12,1,1,225,0.5,0,0,0.333333,0,0,43.6,2,1,1,1
26,3,1,9,56,225,1,8,20,0.872727,537,1,2,0.606557,0.24,0,0,19.230769,7,1.1923,1,1
4,1,0,13,18,0,6,7,4,0.222222,137,1,2,0,0.5,0,0,32.5,3,1.5,1,1
8,1,33,59,14,20,58,1,7,0.714286,87,1,0,0,0.6875,0,0,9.625,5,1.5,0,0
1,1,0,2,1,0,2,0,0,2,2064,0,0,0,0,0,0,2052,0,0,0,0
15,2,15,24,29,59,20,4,5,0.714286,169,1,1,0.391304,0.209524,0,0,10.066667,3,1.2667,0,0
4,4,0,11,19,2,0,11,4,0.666667,102,1,1,0.931818,0.5,0,0,24,4,2,0,0
11,1,0,8,27,55,2,7,9,1.1,218,0.5,0,0,0.284091,0,0,18.636364,8,1.9091,1,1
12,1,0,4,37,0,3,1,1,0.766234,340,1,0,0,0.818182,0,0,26.166667,3,1.6667,0,0
3,1,0,0,4,3,0,0,3,2,20,0,0,0,0.5,0,0,5.666667,2,1,0,0
7,2,0,7,32,9,1,7,5,0.75,128,0.5,1,0.545455,0.5,0,0,17,2,0.8571,0,0
10,3,6,20,21,23,18,2,5,0.814815,151,1,1,0.692308,0.228571,1,2,13.8,1,0.8,0,0
25,3,0,8,99,112,5,3,15,0.802885,1445,0.923077,8,0.3125,0.213542,1,7,55.76,2,1,1,1
48,4,0,25,109,964,7,20,44,0.946302,819,0.952381,4,0.624,0.154167,3,3,15.625,7,1.375,0,0
3,2,0,1,10,0,0,1,1,0,67,1,1,0.714286,0.666667,1,1,20.333333,1,0.6667,0,0
41,3,2,17,105,700,2,15,32,0.925,988,0.956522,2,0.480519,0.195122,0,0,22.536585,10,1.6341,0,0
2,1,0,5,2,1,5,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0,0
20,1,2,11,45,112,7,4,16,0.684211,543,0.857143,0,0,0.316667,0,0,25.8,11,3,0,0
22,4,0,9,90,129,2,9,16,0.849817,826,1,3,0.787879,0.318182,2,2,35.954545,6,1.2727,1,1
8,1,0,1,42,24,1,0,7,0.714286,485,1,0,0,0.346939,0,0,59.375,11,4,0,0
5,1,1,6,12,10,3,3,3,2,86,0,0,0,0.533333,0,0,16.2,1,0.8,0,0
7,3,0,8,25,0,0,8,7,0.625,141,1,0,0.860465,0.857143,1,1,18.571429,1,0.8571,0,0
6,5,0,14,29,0,5,9,6,0.7,224,0.75,2,0.883721,0.416667,1,4,35.666667,8,2.6667,0,0
13,1,0,14,23,68,12,2,12,0.697917,357,1,0,0,0.708333,0,0,25.846154,44,4.0769,0,0
10,3,0,9,31,15,2,7,10,0.666667,166,1,1,0.769231,0.3,1,1,15.3,3,1.4,0,0
3,2,0,7,19,3,1,6,2,1,93,0,0,0.866667,0.5,0,0,29.666667,1,0.6667,0,0
26,1,0,10,47,241,7,3,26,0.916364,279,1,3,0,0.153846,0,0,9.307692,3,1.3077,1,1
0,1,0,1,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
34,1,0,21,132,283,8,16,23,0.809524,1255,0.785714,3,0,0.196078,0,0,35.5,10,2.5882,2,1
2,4,0,1,5,1,0,1,2,2,10,0,0,0.985507,0.75,1,1,4,1,0.5,0,0
16,3,0,13,48,58,1,13,12,0.786667,485,1,2,0.711538,0.25,2,2,28.6875,4,1.5,0,0
10,2,0,1,22,29,1,0,9,0.311111,117,1,0,0.454545,0.333333,1,1,10.2,1,0.6,0,0
49,2,1,24,126,926,18,8,31,0.883333,1512,0.7,1,0.441558,0.163462,1,5,29.44898,12,1.9796,10,1
2,1,0,4,2,1,3,1,2,2,2,0,0,0,1,0,0,0,1,1,0,0
5,1,1,3,13,8,1,2,3,0.875,91,0.5,0,0,0.266667,0,0,16.4,4,1.6,1,1
17,1,0,6,42,134,5,1,14,0.9375,936,1,1,0,0.208333,0,0,54,47,6.8824,0,0
8,5,0,11,28,0,5,6,8,0.693878,366,0.571429,0,0.844444,0.25,1,4,43.875,19,5.375,0,0
21,1,0,19,66,112,12,8,19,0.8,502,1,1,0,0.180952,0,0,22.380952,12,2,1,1
6,3,0,3,18,0,0,3,6,0.64,128,1,0,0.880952,0.555556,2,2,19.5,1,0.8333,0,0
9,3,0,7,61,28,0,7,3,0.925,749,0.6,0,0.822222,0.285714,0,0,81.111111,7,2.2222,1,1
8,1,0,6,21,28,3,3,6,1,70,0,0,0,0.175,0,0,7.625,3,1.25,0,0
